key,sentence
1,오늘 엄마랑 같이 놀이공원에 갔다. 올해 중에 가장 잊지 못할 하루였다.
1,오늘 친구들과 놀이터에서 놀아서 정말 재밌었다.
1,"오늘 친구들과 놀이터에서 오랜만에 숨바꼭질을 했는데, 정말 오랜만이라 그런지 너무 재밌었다. 뛰어다니면서 시간 가는 줄 몰랐다."
1,놀이공원에서 롤러코스터를 타면서 바람을 가르며 달릴 때마다 가슴이 두근거리고 정말 신났다. 친구들과 함께 웃으며 즐길 수 있어서 더욱 특별한 하루였다.
1,"가족들과 함께 공원에서 소풍을 하며 도시락을 나눠 먹고, 배드민턴을 치면서 한바탕 웃었더니 하루가 정말 즐거웠다. 이런 시간이 자주 있었으면 좋겠다."
1,오늘 학교에서 상을 받아서 정말 기뻤다. 그동안 열심히 노력한 보람이 있는 것 같아 내 자신이 대견하게 느껴졌다.
1,따뜻한 햇살 아래서 강아지와 산책을 하니 정말 행복했다. 강아지가 나를 보며 꼬리를 흔드는 모습에 마음이 포근해졌다.
1,친구가 나에게 준 작은 손편지가 너무 소중했다. 손으로 쓴 글씨와 정성 가득한 마음이 느껴져서 마음이 따뜻해졌다.
1,선생님께서 내가 도와드린 일을 칭찬해 주셔서 정말 고마웠다. 나도 모르게 미소가 지어질 정도로 마음이 뿌듯했다.
1,"오늘 학교에서 체육 대회 연습을 했는데, 계속 달리기를 하다 보니 조금 힘들었다. 그래도 끝나고 나니 뿌듯했고 반드시 좋은 성적을 내고 싶다."
1,"오늘 친구들과 대회에서 1등을 못했지만, 다음 번에는 반드시 1등을 할 수 있도록 열심히 연습하겠다고 마음속으로 결심했다."
1,매일매일 숙제를 잘하고 싶어서 오늘부터는 숙제를 미루지 않고 제시간에 다 끝내기로 마음을 먹었다.
1,오늘 읽은 책에서 주인공이 어려움을 극복하는 모습을 보고 나도 나만의 목표를 이루기 위해 열심히 하겠다고 다짐했다.
1,"오늘 발표 수업을 위해 열심히 준비했는데, 친구들이 내 발표를 듣고 박수를 쳐줘서 너무 뿌듯했다. 노력한 만큼 좋은 결과가 나와서 기분이 좋았다."
1,동생이 학교에서 상을 받아 집에 와서 자랑하는 모습을 보니 정말 자랑스러웠다. 동생이 자랑스럽게 느껴지는 순간이었다.
1,공연장에서 오랜만에 들은 라이브 음악이 너무 아름다워서 눈물이 날 정도로 감격했다. 그 순간의 감동이 오래도록 남아 있을 것 같다.
1,시험 준비를 열심히 해서 그런지 이번 시험 결과에 정말 만족했다. 앞으로도 열심히 공부하자는 다짐을 했다.
1,부모님께서 내가 만든 생일 카드를 보시고 흐뭇해하셨다. 부모님의 미소를 보니 나도 덩달아 기분이 좋았다.
1,친구와 함께 농담을 주고받으며 깔깔거리며 웃었다. 배가 아플 정도로 웃는 순간들이 정말 즐거웠다.
1,오늘 저녁으로 먹은 엄마의 특별 요리가 정말 맛있었다. 한 입 먹자마자 행복이 입안 가득 퍼지는 느낌이었다.
1,"친구와 작은 오해가 있었는데, 서로 솔직하게 대화하고 나니 마음이 안심되었다. 이제 더 이상 걱정할 필요가 없다는 생각이 들었다."
1,오늘 있었던 작은 실수는 시간이 지나니 별일이 아닌 것 같아 괜찮았다. 이 정도는 누구나 겪을 수 있는 일이라는 생각이 들었다.
1,조금 걱정했지만 결국엔 다 괜찮았다.
1,어려운 문제를 스스로 해결해서 자신감이 생겼다.
1,바람이 시원하게 불어와서 마음이 상쾌했다.
1,오랜만에 가족들과 함께 시간을 보내서 따뜻했다.
1,친구가 나를 위해 선물을 준비해 줘서 정말 감사했다.
2,"부모님이 매일 아침 따뜻한 차를 준비해 주시는 모습을 보면, 가족들이 정말 나를 사랑해 준다는 생각이 들어 마음이 따뜻해진다."
2,친구들과 함께 만든 프로젝트가 성공적으로 마무리돼서 정말 좋았다. 이렇게 협력할 수 있는 친구들이 있어 기뻤다.
2,이번 주말에 가족 여행을 갈 예정이라서 정말 기대된다. 오랜만에 자연 속에서 신나게 놀 생각을 하니 벌써부터 설레는 기분이다.
2,첫눈이 내린다는 소식을 듣고 내일 아침이 설레었다. 하얀 눈이 소복이 쌓인 거리를 걸을 생각에 마음이 두근거린다.
2,"새로운 학급 친구가 환하게 웃으며 인사할 때, 그 상냥한 모습에 순간 반하고 말았다. 앞으로 더 친해지고 싶은 마음이 들었다."
2,오늘 날씨가 맑아서 정말 좋았다.
2,공원에서 산책을 하다가 하얀 강아지를 만났는데 엄청 귀여웠다.
2,내일 소풍이 있어서 너무 기대된다.
2,"공연장에서 멋진 연주를 들었을 때, 음악의 아름다움에 완전히 매료되었다. 다시 그 순간으로 돌아가고 싶은 기분이다."
2,이번 방학에 할 계획들을 생각하니 마음이 들떴다. 시간이 빨리 흘러가서 곧 시작했으면 좋겠다.
2,새로 시작하는 취미 활동이 흥미진진하다. 앞으로 배워갈 새로운 것들이 기대돼서 하루하루가 즐겁다.
2,내가 아끼는 친구들은 서로를 진심으로 사랑하며 이해해 주는 사이이다.
2,오늘은 어버이날이라서 부모님께 카네이션을 드리며 사랑한다고 말했다.
2,오랜만에 만난 친구와 함께 시간을 보내니 정말 즐거웠다. 서로의 이야기를 나누며 웃을 수 있어 기분이 좋았다.
3,"친구가 내가 몰래 준비한 깜짝 선물을 알아차린 것 같아서 순간 당황했지만, 결국엔 서로 웃으며 기분 좋게 넘어가서 다행이다."
3,"길을 걷다가 갑자기 하늘에서 눈이 내리기 시작해서 모두가 깜짝 놀랐는데, 그 순간의 신비로움이 아직도 생생하게 느껴진다."
3,"평소 조용하던 친구가 오늘 학교에서 발표를 너무 잘해서 모두가 놀라워했는데, 그 모습이 정말 대단하다고 생각했다."
3,"과학 수업에서 선생님이 물로 불을 끄는 대신 얼음으로 불을 붙이는 실험을 보여주셨는데, 그 장면이 정말 신기했다. 어떻게 그런 일이 가능한지 이해할 수 없어 더욱 궁금해졌다."
3,오랜만에 만난 친구가 갑자기 외국어로 유창하게 대화를 시작해서 정말 놀랐다. 이렇게 짧은 시간 안에 실력이 향상된 것을 보니 대단하다는 생각이 들었다.
3,친구가 내 생일을 기억하고 깜짝 파티를 열어줘서 정말 놀랐다.
3,마술사가 눈앞에서 보여준 트릭이 너무 신기했다.
3,최첨단 기술로 만든 로봇이 사람처럼 대화하는 모습을 보고 정말 경이로운 기분이 들었다. 미래가 이렇게 빠르게 다가오고 있다는 사실이 믿기지 않았다.
3,친구가 전혀 다른 모습으로 나타났을 때 그 변화가 너무 커서 충격적이었다. 어제 만난 사람이 맞나 싶을 정도로 놀랐던 기억이 생생하다.
3,예상치 못한 반응을 마주했을 때 순간적으로 어리둥절한 기분이 들었다. 내가 생각했던 것과 너무 달라서 어떻게 반응해야 할지 몰랐다.
3,"평소에 조용하던 친구가 갑자기 무대에서 노래를 불렀을 때, 그 반전 매력에 황당한 기분마저 들었다. 그 친구가 이런 재능을 가지고 있었다니 정말 대단하다고 생각했다."
3,친구가 전혀 예상치 못한 서프라이즈를 준비해 주어서 정말 깜짝 놀랐었다. 그 순간 너무 당황해서 한동안 말이 안 나올 정도였어.
4,중요한 발표를 앞두고 마음이 너무 긴장되어서 밤새 제대로 잠을 이루지 못했다. 발표가 잘 될지 걱정이 계속 머릿속에 맴돌았다.
4,어두운 골목을 혼자 걷는데 갑자기 뒤에서 발소리가 들려서 겁이 났다. 주변을 살펴보며 서둘러 집으로 돌아갔다.
4,공포 영화를 보던 중 갑자기 화면에 귀신이 나타나서 너무 무서워서 눈을 감아버렸다. 심장이 터질 것처럼 빠르게 뛰었다.
4,미래에 대한 불확실한 생각이 자꾸 떠올라서 두려웠다. 앞으로 어떤 일이 벌어질지 모른다는 생각이 계속 나를 불안하게 만들었다.
4,시험 성적이 잘 나오지 않을까 봐 걱정이 되어 공부에 집중하기가 어려웠다. 부모님께서 실망하실까 봐 더 불안해졌다.
4,친구와의 오해로 인해 며칠 동안 서로 말을 하지 않아서 너무 괴로웠다. 이대로 계속 사이가 멀어질까 봐 마음이 아팠다.
4,새로운 학교에 가는 첫날이라서 아침부터 마음이 긴장되었다. 낯선 환경에서 친구를 잘 사귈 수 있을지 걱정이 많이 되었다.
4,높은 곳에서 내려다보니 너무 겁이 나서 다리가 후들거렸다. 하지만 용기를 내서 끝까지 서 있었던 순간이 아직도 생생하다.
4,밤늦게 혼자 집에 가는데 길이 너무 어두워서 무서웠다. 작은 소리에도 깜짝깜짝 놀라며 빨리 집에 도착하고 싶었다.
4,중요한 결정을 내려야 하는 순간에 선택이 잘못될까 봐 두려웠다. 이 결정이 내 미래에 큰 영향을 줄 것 같아 부담이 컸다.
4,"친구가 요즘 많이 힘들어 보여서 걱정이 되었다. 무슨 일이 있는지 물어보고 싶었지만, 어떻게 말을 꺼내야 할지 고민이 많았다."
4,시험 준비가 제대로 되지 않아서 밤마다 스트레스로 괴로웠다. 더 열심히 해야 한다는 생각이 머릿속을 떠나지 않았다.
4,"큰 대회에 나가기 전에 마음이 초조해져서 잠을 이룰 수 없었다. 최선을 다하고 싶지만, 잘할 수 있을지에 대한 불안감이 계속 떠올랐다."
4,낯선 사람들과 처음 만나는 자리라 불안해서 자꾸 손에 땀이 났다. 사람들이 나를 어떻게 생각할지 신경이 쓰여 말 한마디도 조심스럽게 하게 되었다.
4,높은 산을 오르다가 발을 헛디딜까 봐 너무 조심스러웠다. 조금만 방심해도 큰 사고로 이어질 것 같아 한 발 한 발 신중하게 움직였다.
4,혼자 있던 집에서 창문이 흔들리는 소리가 들려서 불안해졌다. 혹시나 나쁜 일이 생길까 봐 온 신경이 곤두섰다.
4,"시험 결과가 나오기 전날, 잘못된 결과가 나올까 봐 속이 타들어갔다. 긴장감이 극도로 높아져서 아무것도 할 수 없었다."
5,친구가 중요한 약속을 갑자기 취소해서 너무 실망했다. 함께 계획했던 시간과 준비한 것들이 허사로 돌아가면서 정말 속상하고 아쉬운 기분이 들었다.
5,"수업 중에 이해가 가지 않는 부분이 계속 나와서 답답했다. 선생님께 다시 설명을 부탁했지만, 이해가 잘 되지 않아 더 걱정되고 답답한 마음이 커졌다."
5,중요한 시험을 치르고 나서 충분히 준비하지 못한 것이 후회가 되어서 후회했다. 만약 그때 더 열심히 공부했다면 결과가 달라졌을 텐데 하는 아쉬움이 가득했다.
5,부모님이 내 생일을 잊어버린 것 같아서 정말 서운했다. 특별한 날에 나를 기억해 주지 않는 것 같아서 속상한 감정이 계속 머릿속에 떠올랐다.
5,"친구가 내 계획을 무시하고 다른 것을 강요했을 때, 싫은 기분이 들었다. 나의 의견이나 생각을 존중해 주지 않는 것 같아서 기분이 상하고 불편했다."
5,팀 프로젝트에서 내가 맡은 부분을 제대로 마무리하지 못한 것에 대해 실망했다. 동료들이 열심히 일했는데 나의 부족한 부분 때문에 전체 성과가 떨어진 것 같아 마음이 무겁다.
5,친구와의 대화 중에 서로의 의견이 계속 충돌해서 해결책을 찾지 못하자 너무 답답했다. 대화가 제대로 이루어지지 않고 계속 같은 얘기를 반복하니 속이 막히는 기분이 들었다.
5,"학습 방법을 바꾸기로 했지만, 예상한 만큼 성과가 나타나지 않아서 너무 후회되었다. 예전 방법이 더 효과적이었던 것 같아 다시 돌아가고 싶은 마음이 들었다."
5,중요한 가족 모임에서 내가 준비한 음식이 제대로 인정받지 못하자 조금 서운했다. 나의 노력을 알아주지 않는 것 같아 속상한 기분이 들었다.
5,새로운 학용품을 사용하는 것이 너무 번거롭고 불편해서 계속 싫었다. 기존에 사용하던 것들이 더 익숙하고 편했어서 변화가 스트레스를 주는 것 같았다.
5,"내가 열심히 준비한 발표가 예상보다 훨씬 낮은 평가를 받았을 때, 정말 아쉬운 마음이 들었다. 발표에서의 노력을 인정받지 못해, 그동안의 준비가 헛된 것처럼 느껴졌다."
5,"여러 번 시도해도 원하는 결과가 나오지 않아 계속해서 같은 문제에 부딪히는 상황이 지속되자, 속이 막히는 기분이 들었다. 문제를 해결할 방법이 보이지 않아서 마음이 답답하게 느껴졌다."
5,"친구와의 약속을 잊어버려서 중요한 기회를 놓친 것을 떠올리니, 정말 후회되는 기분이 가득했다. 만약 그 약속을 지켰다면 상황이 더 좋았을 것 같아 마음이 아팠다."
5,"가족 모임에서 내가 신경 써서 준비한 특별한 음식을 아무도 맛보지 않고 지나가자, 속상한 감정이 밀려왔다. 나의 정성과 노력이 무시당한 것처럼 느껴져서 기분이 상했다."
5,"새로운 직장에서 맡은 업무가 생각보다 너무 복잡하고 어려워서, 이 일에 대한 불편한 마음이 자꾸 드는 것 같다. 익숙한 업무와 다르게 느껴져서 적응하기가 힘들고, 계속해서 불편함을 느끼고 있다."
5,"중요한 시험을 준비하는 동안 시간이 부족해 제대로 공부하지 못했던 것이 너무 아쉽다. 시험 결과가 예상보다 낮아서 내가 더 노력했어야 했다는 생각이 들고, 그로 인해 기회가 날아간 듯한 느낌이 든다."
5,"친구의 중요한 날에 내가 아무것도 도와주지 못한 것에 대해 깊은 후회가 남는다. 그날 내가 할 수 있는 도움을 주지 못한 것이 나중에 생각해보니 친구에게 큰 의미가 있었을 텐데, 그 기회를 놓친 것 같아 마음이 아프다."
5,"나와 다른 의견을 가진 동료와의 협상에서 계속해서 해결책을 찾지 못하고 마무리된 결과를 보며, 상황이 답답하게 느껴졌다. 서로의 의견을 조율하는 과정에서 원하는 결과를 얻지 못한 것이 매우 스트레스가 된다."
6,"친구가 내 비밀을 아무에게나 이야기한 것을 알고 화가 났다. 내가 그토록 신뢰하며 이야기를 털어놓았는데, 그 신뢰가 깨지니 정말 실망스럽고 마음이 아팠다."
6,팀 프로젝트에서 예상보다 많은 일을 맡게 되서 하루 종일 짜증이 났다. 계속해서 일을 해도 끝이 보이지 않아서 스트레스와 불만이 점점 커져만 갔다.
6,"팀 프로젝트에서 내가 맡은 부분이 제대로 인정받지 못하고 팀원들로부터 불필요한 비판을 받았을 때, 정말 억울한 기분이 들었다. 내가 열심히 한 만큼의 결과가 나오지 않아 속이 상했다."
6,"친구와의 약속을 잡았는데, 친구가 무례하게 시간을 지키지 않아 너무 분했다. 그 친구가 나를 소중히 여기지 않는 것처럼 느껴져서 기분이 상했다."
6,"실수로 중요한 문서를 잃어버렸을 때, 아무리 생각해도 상황이 어이없어 웃음이 나올 정도였다. 이런 일이 나에게 일어날 수 있다는 생각조차 하지 못했기 때문에 더욱 황당했다."
6,"가족에게 큰 소식을 전하려 했는데, 아무도 신경 쓰지 않고 지나가는 걸 보니 너무 충격을 받았다. 그 소식이 이렇게 중요하지 않다고 생각한 것 같아서 마음이 깊이 상했다."
6,친구가 내 물건을 허락 없이 가져가서 너무 화가 났다. 내 물건이 사라져서 찾는 동안 너무 속상했기 때문이다.
6,숙제를 하다 보니 계속 어려운 문제가 나와서 너무 짜증이 났다. 아무리 해도 문제를 해결하지 못해서 마음이 답답했다.
6,시험 문제를 풀다가 어려운 문제를 너무 많이 틀려서 억울했다. 열심히 공부했는데도 불구하고 점수가 낮아서 기분이 나빴다.
6,중요한 발표에서 내가 준비한 내용이 다 빠져서 친구들이 나를 웃기면서 분했다. 내가 노력한 것들이 제대로 인정받지 못한 것 같아서 속상했다.
6,선생님이 나의 숙제를 잃어버린 것 같아 어이없었다. 열심히 한 숙제가 사라져서 다시 해야 한다는 생각에 황당하고 기가 막혔다.
6,"내가 좋아하는 놀이공원이 갑자기 문을 닫아서 충격을 받았다. 주말에 가려고 계획했는데, 이렇게 되는 줄 몰라서 당황스러웠다."
6,"친구가 나에게 약속한 선물을 잊어버리고 다른 친구에게만 선물을 주는 걸 보고 너무 속상했다. 내가 기다리던 선물이어서 기대감이 컸는데, 그 약속을 지키지 않아서 마음이 아팠다."
6,숙제를 열심히 했는데 선생님께서 다른 학생의 숙제와 비슷하다며 내 숙제를 다시 하라고 하셨을 때 정말 화가 났다. 내가 한 노력과 시간이 무시당한 것 같아서 기분이 나빴다.
6,"친구가 내 비밀을 다른 사람에게 이야기한 걸 알았을 때 너무 슬펐다. 내가 그 친구를 신뢰했는데, 그 신뢰가 깨지니 마음이 아프고 혼자 해결하기 어려운 것 같았다."
6,"시험에서 열심히 공부한 부분이 문제로 출제되지 않아 너무 실망스러웠다. 내가 예상했던 문제가 아닌 다른 문제가 나와서, 내가 준비한 것이 헛된 것처럼 느껴졌다."
6,"부모님과의 약속이 갑자기 취소되면서 다른 일로 바빠진 모습을 보면서 슬퍼졌다. 우리 가족이 함께 보내기로 했던 시간이 사라져서, 그동안의 기대가 무너진 것 같아 마음이 안 좋았다."
7,오늘 학교에서 가장 친한 친구가 다른 반으로 배정돼서 슬펐다. 앞으로 함께 놀 수 없다는 생각에 마음이 많이 아팠다.
7,내가 좋아하는 애완동물이 아프다고 하셔서 병원에 데려가야 한다는 소식을 듣고 슬퍼졌다. 애완동이가 건강이 안 좋다는 것이 너무 걱정돼서 마음이 무거웠다.
7,가족 모두가 외출하고 혼자 집에 남겨졌을 때 외로웠다. 집이 텅 비어있는 것처럼 느껴져서 시간이 지나도 불안하고 쓸쓸한 기분이 들었다.
7,새로운 학교에서 아직 친구가 없어서 점심시간에 혼자 앉아 있을 때 너무 외로웠다. 주변 친구들이 이야기하는 모습을 보면서 나도 빨리 친구를 사귀고 싶었다.
7,시험에서 예상보다 낮은 점수를 받아서 너무 울었다. 열심히 공부했는데 결과가 안 좋아서 마음이 너무 아파서 눈물이 나왔다.
7,친구가 나에게 말도 없이 약속을 취소해서 울었다. 우리가 함께 하기로 했던 시간이 무산되면서 마음이 상해 눈물이 흘러버렸다.
7,오늘 학교에서 친구랑 다퉈서 마음이 많이 무거웠다. 화해하고 싶은데 어떻게 말을 꺼내야 할지 모르겠다.
7,내가 좋아하는 반려동물이 아파서 마음이 너무 아팠다. 빨리 나았으면 좋겠다고 계속 기도했다.
7,"집에 돌아왔는데 아무도 없어서 괜히 마음이 허전했다. 빨리 엄마, 아빠가 돌아오셨으면 좋겠다."
7,시험 점수가 기대만큼 안 나와서 속상했다. 다음에는 더 잘할 수 있도록 열심히 공부해야겠다고 다짐했다.
7,"친구들이 다 같이 어울려 노는데, 나만 혼자 남은 것 같아서 마음이 조금 서글펐다."
7,"방과 후에 혼자 집에 돌아오는데, 문득 부모님이 늦게 오실 생각에 마음이 허전했다. 집이 조금 조용하게 느껴졌다."
7,오늘 준비한 발표를 잘 못해서 실망스러웠다. 더 잘하고 싶었는데 긴장해서 제대로 말이 안 나왔다.
8,"하루 종일 학교에서 공부하고 운동을 하느라 너무 피곤했다. 집에 돌아와서 아무것도 하기 싫고, 빨리 자고 싶었다."
8,선생님이 너무 긴 설명을 하셔서 수업이 너무 지루했다. 시간이 지나도 설명이 끝나지 않아서 지루하고 졸음이 쏟아졌다.
8,"오늘 수업이 길어져서 집중하기 어려웠고, 시간이 너무 더디게 가는 것 같아 지루했다."
8,"숙제가 너무 많아서 밤늦게까지 해야 했는데, 너무 지쳐서 다 끝내지 못했다."
8,책상에 오래 앉아 있으니 허리가 아프고 몸이 뻐근해서 빨리 쉬고 싶다는 생각이 들었다.
8,방과 후에 학원까지 다녀오니 너무 힘들었다. 집에 오자마자 침대에 눕고 싶었지만 숙제를 해야 해서 참았다.
8,밤늦게까지 숙제를 하고 나서 졸려서 수업 시간 내내 눈을 감고 싶었다. 눈이 자꾸 감기고 집중이 안 되어서 매우 힘들었다.
8,운동회에서 너무 많이 뛰고 나서 몸이 지쳐서 아무것도 하기 싫었다. 친구들이 뛰어놀 때 나만 앉아서 쉬어야 할 정도로 힘들었다.
8,집에서 일주일 동안 계속 아픈 동생을 돌봐야 해서 너무 힘들었다. 동생이 많이 울고 잘 자지 못해서 나도 제대로 쉬지 못하고 힘들었다.
8,수업 중에 선생님이 너무 긴 설명을 하셔서 졸다가 엎드려 자는 친구를 보게 되었다. 나도 모르게 눈이 감기고 졸음이 쏟아졌다.
8,"방학 동안 매일 같은 시간에 같은 일만 하다 보니, 점점 지루해졌다. 새로운 놀이도 없고 재미있는 활동이 없어서 하루가 너무 길게 느껴졌다."
8,학교에서 운동회 연습을 열심히 하고 집에 돌아와서 너무 피곤했다. 하루 종일 뛰어다닌 덕분에 저녁 식사 후에 바로 자고 싶었다.
8,부모님과 함께 늦은 시간까지 영화관에 갔다가 너무 졸려서 영화의 절반도 보지 못하고 잠이 들었다. 영화관의 불빛과 소음도 졸음을 막기에는 부족했다.
8,학교에서 숙제를 너무 많이 내줘서 하루 종일 지쳐서 엄마에게 도움을 요청했다. 계속해서 숙제를 하다 보니 더 이상 집중할 힘이 없었다.
8,구의 생일 파티에서 장난감 게임을 너무 많이 해서 다리가 힘들었다. 계속해서 뛰어다니고 움직이다 보니 저녁에 집에 돌아와서는 앉아있는 것조차 힘들었다.
8,학교 숙제가 너무 많아서 다 끝내고 나니 기운이 쭉 빠졌다. 잠깐 쉬고 싶지만 시간이 없어서 아쉬웠다.
8,오늘은 수업 시간이 길게 느껴져서 집중하기가 어려웠다. 빨리 쉬는 시간이 왔으면 하고 계속 시계를 봤다.
8,친구들과 놀다가 늦게 집에 와서 그런지 금방 눈이 감길 것 같다. 얼른 씻고 자고 싶다.
8,오늘은 하루 종일 여러 가지 일들을 해서 온몸이 나른했다. 그래도 해야 할 일이 많아서 계속 움직였다.
8,체육 대회 연습을 하느라 온몸이 뻐근하고 무거워졌다. 하지만 열심히 했다는 생각에 뿌듯하기도 했다.
9,발표 도중에 내 목소리가 너무 작아서 친구들이 계속해서 물어보자 민망했다. 모두가 내 발표를 제대로 듣지 못해서 나만 부끄러운 기분이 들었다.
9,친구의 생일 파티에서 내 생일 축하 노래를 부르라고 시켰을 때 너무 민망했다. 노래를 부르는 게 서툴러서 친구들 앞에서 잘못 부른 것 같아서 얼굴이 빨개졌다.
9,체육 시간에 내가 넘어져서 친구들이 다들 웃었을 때 정말 창피했다. 모두가 나를 쳐다보면서 웃어서 얼굴이 빨개지고 싶었다.
9,수학 문제를 틀려서 선생님이 다시 설명하실 때 너무 창피했다. 다른 친구들 앞에서 내 실수를 드러내는 것이 부끄럽고 숨고 싶었다.
9,"새로운 친구와 첫 만남에서 대화가 잘 안 풀려서 어색했다. 서로 할 말을 찾지 못해서 말없이 시간이 지나고, 얼굴이 붉어져서 불편했다."
9,가족 모임에서 평소에 잘 안 보는 친척들과 함께 저녁을 먹었을 때 어색했다. 대화를 시작하기가 어려워서 그저 식사에만 집중하고 싶었다.
9,발표 시간에 갑자기 머릿속이 하얘져서 아무 말도 못하고 멈춰버렸다. 그때 너무 당황해서 얼굴이 빨개졌다.
9,친구들 앞에서 실수로 이름을 잘못 불러서 순간 긴장했다. 모두가 나를 쳐다보는 것 같아 부끄러웠다.
9,새로운 반 친구와 처음 인사할 때 무슨 말을 해야 할지 몰라서 잠시 머뭇거렸다. 마음속으로 조금 더 자연스러웠으면 좋겠다고 생각했다.
9,체육 시간에 뛰다가 갑자기 넘어져서 모두가 나를 보고 웃었다. 나도 웃었지만 속으로는 조금 쑥스러웠다.
9,"점심시간에 내가 좋아하는 음식을 흘려서 옷에 묻었는데, 주위에 있던 친구들이 다 보길래 순간 당황스러웠다."
9,오늘 수업 시간에 선생님이 내 이름을 부르셨을 때 깜짝 놀라서 대답을 늦게 했다. 다들 나를 쳐다보는 것 같아 긴장됐다.
9,어제 준비한 과제를 깜빡 잊고 집에 두고 와서 선생님께 말할 때 조금 낯이 뜨거웠다.
9,학교에 가는데 신발이 짝짝이로 바뀌어 있는 걸 알고 멈춰 섰다. 다시 집에 돌아가고 싶었지만 시간이 없어서 그냥 갔다.
10,내 친구가 새로 산 장난감을 보니 너무 부러워서 나도 갖고 싶어졌다.
10,"친구들이 나와 함께 놀 수 있어서 정말 좋았는데, 친구들이 집에 가서 너무 아쉬웠다."
10,"오늘 축구 시합에서 골을 넣을 수 있는 기회가 있었는데, 놓쳐서 너무 아쉬웠다. 열심히 연습했는데 더 잘할 수 있었으면 좋겠다."
10,친구들과 놀다가 해가 지기 전에 집에 가야 해서 아쉬웠다. 더 놀고 싶었는데 시간이 너무 빨리 지나갔다.
10,방과 후에 미술 시간이 끝나기 전에 그림을 다 완성하지 못해서 아쉬웠다. 다음에는 시간을 잘 맞춰서 완성하고 싶다.
10,친구가 운동회에서 금메달을 따는 모습을 보고 너무 부러웠다. 나도 다음번에는 더 열심히 해서 메달을 따고 싶다.
10,같은 반 친구가 피아노 대회에서 1등을 했다는 이야기를 듣고 정말 부러웠다. 나도 피아노를 잘 치고 싶어서 더 연습해야겠다고 생각했다.
10,다른 친구가 부모님과 함께 놀이공원에 갔다는 이야기를 들었을 때 조금 부러웠다. 나도 주말에 부모님과 함께 놀러 가고 싶다.
10,"오늘 축구 시합에서 내가 골을 넣을 뻔했는데, 조금만 더 집중했으면 좋았을 텐데 하는 생각이 들었다."
10,친구가 가족 여행을 다녀왔다는 이야기를 듣고 나도 함께 가고 싶다는 생각이 들었다.
10,내가 좋아하는 자리에 친구가 먼저 앉아서 조금 서운한 기분이 들었다.
10,"운동회에서 2등을 했는데, 1등을 할 수 있었던 기회를 놓친 것 같아 속상했다."
10,"친구가 새로 산 게임을 자랑하는데, 나도 그 게임을 빨리 해보고 싶다는 마음이 들었다."
11,오늘 체육 시간에 달리기를 하다가 발목을 삐끗해서 아팠다. 얼른 나아서 다시 달릴 수 있었으면 좋겠다.
11,어제 밤에 이가 너무 아파서 잠을 제대로 못 잤다. 엄마가 치과에 데려가 주신다고 해서 조금 안심이 됐다.
11,넘어져서 무릎이 아팠지만 친구들이 도와줘서 괜찮아졌다. 상처가 빨리 나았으면 좋겠다.
11,어제 밤에 잠을 못 자서 하루 종일 피곤해서 눈꺼풀이 무겁게 내려앉았다.
11,친구들과 오랜 시간 걸어다니느라 발이 아파서 집에 돌아오자마자 침대에 눕고 싶었다.
11,"오늘 미술 시간에 가위로 종이를 자르다가 실수로 손을 베었다. 처음에는 별거 아니라고 생각했는데, 시간이 지나면서 찌릿한 통증이 계속 느껴져서 많이 신경 쓰였다."
11,"아침에 일어나자마자 갑자기 배가 아파서 한참 동안 끙끙 앓았다. 결국 학교에 가기 전까지 침대에 누워 있었지만, 통증이 가라앉지 않아서 하루 종일 기운이 없었다."
11,어제 친구들과 농구를 하다가 발을 잘못 디뎌서 발목을 심하게 삐끗했다. 걸을 때마다 발목이 저리고 아파서 쉬는 시간마다 의자에 앉아 다리를 쉬게 해야 했다.
11,수영장에서 수영을 열심히 하다가 물을 많이 마셔서 속이 불편했다. 그 후로도 계속 속이 뒤틀리는 느낌이 들어서 수업 내내 힘들었다.
11,"오래 앉아 있다가 갑자기 일어나서 그런지 어지러워서 한동안 정신이 아찔했다. 잠깐 쉬었더니 괜찮아졌지만, 그 순간에는 정말 깜짝 놀랐다."
11,"학교에서 체육 시간에 너무 무리해서 그런지 온몸이 뻐근하고, 특히 허리가 아파서 숙일 때마다 신음이 나왔다. 집에 가서 빨리 누워 쉬고 싶은 생각뿐이었다."
11,오늘 점심으로 먹은 음식이 잘못됐는지 오후 내내 속이 불편하고 구역질이 나서 수업에 집중하기 힘들었다. 빨리 집에 가서 누워 있고 싶었다.
